"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"Dw0zIbVtd4cCncvjqiCG1RNSRrvyjcbDGdIp8TYbit0=","Dw0zIbVtd4cCncvjqiCG1RNSRrvyjcbDGdIp8TYbit0=","Dw0zIbVtd4cCncvjqiCG1RNSRrvyjcbDGdIp8TYbit0=","","","","0","41","2017-08-30","zh-cn"
"n0j7ZybzuswIp3qXasNQQAoq91IdXw8+G26qMIzvo=","n0j7ZybzuswIp3qXasNQQAoq91IdXw8+G26qMIzvo=","n0j7ZybzuswIp3qXasNQQAoq91IdXw8+G26qMIzvo=","","","","0","47","2017-08-30","zh-cn"
"9Kfju9dFFOUtkF6Zzfc3D4chUYGlQcuVEUIfzotBjI=","9Kfju9dFFOUtkF6Zzfc3D4chUYGlQcuVEUIfzotBjI=","9Kfju9dFFOUtkF6Zzfc3D4chUYGlQcuVEUIfzotBjI=","","","","1","39","2017-08-18","ru"
"tP6O+gs84aSWO15vZUYijTk8agAyfDlCDOaOjLJIC9Y=","tP6O+gs84aSWO15vZUYijTk8agAyfDlCDOaOjLJIC9Y=","tP6O+gs84aSWO15vZUYijTk8agAyfDlCDOaOjLJIC9Y=","","","","2","8","2017-10-12","zh-cn"
"UFUzGwoy7fCNSDdnCej80zKaya1dTuSfIBODBsjbfUc=","UFUzGwoy7fCNSDdnCej80zKaya1dTuSfIBODBsjbfUc=","UFUzGwoy7fCNSDdnCej80zKaya1dTuSfIBODBsjbfUc=","","","","8","54","2017-08-30","zh-cn"
"ngpxngdmHcBuRuH7AAhwc4amt5kHiSt7tfdIE57Q68=","ngpxngdmHcBuRuH7AAhwc4amt5kHiSt7tfdIE57Q68=","ngpxngdmHcBuRuH7AAhwc4amt5kHiSt7tfdIE57Q68=","los","《雁邱词》 元好问
问世间情是何物，直教生死相许。
天南地北双飞客，老翅几回寒暑。
欢乐趣，离别苦，就中更有痴儿女。
君应有语，渺万里层云，千山暮雪，只影向谁去。
横汾路，寂寞当年箫鼓，荒烟依旧平楚。
招魂楚些何嗟及，山鬼暗啼风雨。
天也妒，未信与，莺儿燕子俱黄土。
千秋万古，为留待骚人，狂歌痛饮，来访雁邱处。","","1","62","2017-10-10","zh-cn"
"owVjSnZidM7XhiuiVeeeIZJdzs9hikiZ3+1rdi8x+yA=","owVjSnZidM7XhiuiVeeeIZJdzs9hikiZ3+1rdi8x+yA=","owVjSnZidM7XhiuiVeeeIZJdzs9hikiZ3+1rdi8x+yA=","","","","2","12","2019-04-29","zh-cn"
"hPwMTQW0psaS9RXejIjTabfkUKXSuu7LU1o+w2XIh0=","hPwMTQW0psaS9RXejIjTabfkUKXSuu7LU1o+w2XIh0=","hPwMTQW0psaS9RXejIjTabfkUKXSuu7LU1o+w2XIh0=","","","","0","24","2017-08-18","zh-cn"
"St9zINYbzdToESQIymLb3W55gKnHD8xb9aEc7DBkFI=","St9zINYbzdToESQIymLb3W55gKnHD8xb9aEc7DBkFI=","St9zINYbzdToESQIymLb3W55gKnHD8xb9aEc7DBkFI=","","","","0","0","2013-03-25","en"
"PgyTbaP5VxfSvhFfuUZbxtfNs06PFBGfJu18zPZp28=","PgyTbaP5VxfSvhFfuUZbxtfNs06PFBGfJu18zPZp28=","PgyTbaP5VxfSvhFfuUZbxtfNs06PFBGfJu18zPZp28=","","","","18","17","2017-06-03","zh-cn"
"Nf8nlxn3waBtivnW3LyEttZl+JXzgnF3F+3UQe+G9ic=","Nf8nlxn3waBtivnW3LyEttZl+JXzgnF3F+3UQe+G9ic=","Nf8nlxn3waBtivnW3LyEttZl+JXzgnF3F+3UQe+G9ic=","","","","0","0","2019-05-03","en"
"747338501725663232","SK_Zuzuki","golubevavenust1","","love,Sung Kang","","12558","84","2016-06-27","zh-cn"
"e9ApoGCRfLSe7ngdkt1B665PwrLIFNVPAeAY2tIZWg=","e9ApoGCRfLSe7ngdkt1B665PwrLIFNVPAeAY2tIZWg=","e9ApoGCRfLSe7ngdkt1B665PwrLIFNVPAeAY2tIZWg=","","","","1","37","2017-08-18","zh-cn"
"ueV2dN3HOL24gOeDeNDZzDn0LU+68V9kby+jDR2pm4=","ueV2dN3HOL24gOeDeNDZzDn0LU+68V9kby+jDR2pm4=","ueV2dN3HOL24gOeDeNDZzDn0LU+68V9kby+jDR2pm4=","","","","15","2","2017-10-26","zh-cn"
"903061563132616704","不甘平凡的我","buganpinfan7788","","心动不如行动，用我的推文感动你我♥️🌿⚽️👫🔛","","39316","24772","2017-08-31","zh-cn"
"908589031944081408","如果","bagaudinzhigj","","","","43358","102","2017-09-15","zh-cn"
"cBZgY763OJJ+hOXUa0yGgChlLKM4r65k+A+hkNRgkLY=","cBZgY763OJJ+hOXUa0yGgChlLKM4r65k+A+hkNRgkLY=","cBZgY763OJJ+hOXUa0yGgChlLKM4r65k+A+hkNRgkLY=","","","","0","0","2017-10-16","zh-cn"
"vg5iinwsumsTpnwUoacSHBcwIshjoGjmV60HlRPtvY=","vg5iinwsumsTpnwUoacSHBcwIshjoGjmV60HlRPtvY=","vg5iinwsumsTpnwUoacSHBcwIshjoGjmV60HlRPtvY=","","","","0","0","2017-11-02","zh-cn"
"r5+chRZaM+WoBRaXkUy5VvVeZGCZRZYLlvodEzUc1bk=","r5+chRZaM+WoBRaXkUy5VvVeZGCZRZYLlvodEzUc1bk=","r5+chRZaM+WoBRaXkUy5VvVeZGCZRZYLlvodEzUc1bk=","","","","2","117","2017-10-16","zh-cn"
"UAOZGw5QrHcsXvUCqBkGXBy7WKB3KBHRiQ3XDqz6A=","UAOZGw5QrHcsXvUCqBkGXBy7WKB3KBHRiQ3XDqz6A=","UAOZGw5QrHcsXvUCqBkGXBy7WKB3KBHRiQ3XDqz6A=","","","","2","26","2013-03-29","zh-tw"
"bDsVH5sJUn2JA9zpkhmtMyR4plTLL3sy7IpWPIaeOg=","bDsVH5sJUn2JA9zpkhmtMyR4plTLL3sy7IpWPIaeOg=","bDsVH5sJUn2JA9zpkhmtMyR4plTLL3sy7IpWPIaeOg=","Hongkong","Financial worker","","6","53","2014-05-23","zh-cn"
"CN6kn7BKVBfduuwoKlwrVA8zGHRHYagy5E0uBnUnzr0=","CN6kn7BKVBfduuwoKlwrVA8zGHRHYagy5E0uBnUnzr0=","CN6kn7BKVBfduuwoKlwrVA8zGHRHYagy5E0uBnUnzr0=","","","","0","61","2017-08-30","zh-cn"
"379225330","👀","whytravels","","","","15749","2346","2011-09-24","en"
"746829685540143104","Randxr","randxr89c","USA","Randxr Social Engine","","22299","9650","2016-06-25","en"
"2dH+V4WJwcgOZaiLw2e61uPTGWCCkPqUTaB4i7YoIrY=","2dH+V4WJwcgOZaiLw2e61uPTGWCCkPqUTaB4i7YoIrY=","2dH+V4WJwcgOZaiLw2e61uPTGWCCkPqUTaB4i7YoIrY=","","","","1","16","2017-08-30","zh-cn"
"105936240","Thaksin Shinawatra","Thaksinvoice","Thailand","Cheerman of the Buffaloes Burning From Foreign and the longest-serving dumbasscratic-elected Prime Minister of Terrorist.","","12059","9","2010-01-18","zh-cn"
"BNVqbjWnTUwYl7iQSo+30+ABaWtiSO9or3QVupz1MjI=","BNVqbjWnTUwYl7iQSo+30+ABaWtiSO9or3QVupz1MjI=","BNVqbjWnTUwYl7iQSo+30+ABaWtiSO9or3QVupz1MjI=","","","","0","22","2017-08-30","zh-cn"
"z93spma669GVJnCDU4pXkLIDQ+8Xe2ezyx94t2+FTrY=","z93spma669GVJnCDU4pXkLIDQ+8Xe2ezyx94t2+FTrY=","z93spma669GVJnCDU4pXkLIDQ+8Xe2ezyx94t2+FTrY=","","","","3","5","2017-08-19","zh-cn"
"eCY9KQ5z16BIupEGnkmHD4uc56nNKt+9++3IB42I+D8=","eCY9KQ5z16BIupEGnkmHD4uc56nNKt+9++3IB42I+D8=","eCY9KQ5z16BIupEGnkmHD4uc56nNKt+9++3IB42I+D8=","","","","0","7","2017-08-30","zh-cn"
"Mges5jzeDxYGJVX3U5emq7kjf2l+gTENObGx1RLlOQY=","Mges5jzeDxYGJVX3U5emq7kjf2l+gTENObGx1RLlOQY=","Mges5jzeDxYGJVX3U5emq7kjf2l+gTENObGx1RLlOQY=","","","","0","0","2017-10-31","ru"
"4641912672","唐　强　男145","n28406284062486","","","","12717","45","2015-12-24","zh-cn"
"Kos6nrEWyBY1fRioqSUPgVhqll8HBONM0V5ikOSuo=","Kos6nrEWyBY1fRioqSUPgVhqll8HBONM0V5ikOSuo=","Kos6nrEWyBY1fRioqSUPgVhqll8HBONM0V5ikOSuo=","","","","0","32","2017-08-30","zh-cn"
"UgRuT1WTzxB7wcn3sBB8WvE2zM6gjNT3pq0lmahhoU=","UgRuT1WTzxB7wcn3sBB8WvE2zM6gjNT3pq0lmahhoU=","UgRuT1WTzxB7wcn3sBB8WvE2zM6gjNT3pq0lmahhoU=","","","","0","39","2017-08-18","zh-cn"
"157258476","Dannie","dannieoyoy","Austin, TX","dannieoyoy","","13449","35","2010-06-19","zh-cn"
"0DnSKncnw12aFoB0gaK2WwNdmc2c4KHSstXrtXaycEQ=","0DnSKncnw12aFoB0gaK2WwNdmc2c4KHSstXrtXaycEQ=","0DnSKncnw12aFoB0gaK2WwNdmc2c4KHSstXrtXaycEQ=","","","","0","0","2013-02-27","en"
"325103066","爱德森","ardansuweb","Bakersfield, CA","Ardansu World","","11423","195","2011-06-27","zh-cn"
"1963028330","dalotbaba","dalotbaba22","California, USA","dalotbaba","","17746","13","2013-10-15","zh-cn"
"55548615","Movshelp","windrainnight","CA","True Wisdom Comes From God!","","13344","12751","2009-07-10","en"
"828817384827875330","vdfxvgcvd8","vdfxvgcvd8","Nasushiobara-shi, Tochigi","","","11401","11807","2017-02-07","zh-cn"
"GirgRKG36vs7eBx81goMAn6AlVfUp0RjKLwCCdd7aU=","GirgRKG36vs7eBx81goMAn6AlVfUp0RjKLwCCdd7aU=","GirgRKG36vs7eBx81goMAn6AlVfUp0RjKLwCCdd7aU=","","","","4","89","2017-07-27","zh-CN"
"A1DVFHrTpEONt4lXH5OgDzVduqLBEgxVwHUO1ZNnlE=","A1DVFHrTpEONt4lXH5OgDzVduqLBEgxVwHUO1ZNnlE=","A1DVFHrTpEONt4lXH5OgDzVduqLBEgxVwHUO1ZNnlE=","","","","0","27","2017-08-18","zh-cn"
"17480774","lapliniro1988","lapliniro1988","Stokdijkhof, Westland","lapliniro1988","","22548","660","2008-11-19","zh-cn"
"1015564751508656128","剑鞘","cccsaber","United Kingdom","100% follow back","https://t.co/ig3PK1JEEC","11625","10563","2018-07-07","zh-cn"
"4806517036","HelenEricksonx","HelenEricksonx","The Netherlands","HelenEricksonx","","40213","71","2016-01-14","zh-cn"
"xSK8D6Sy4Cgy8gm6gmDwrn8pYYCDH2WBlOP+yI+ZRXo=","xSK8D6Sy4Cgy8gm6gmDwrn8pYYCDH2WBlOP+yI+ZRXo=","xSK8D6Sy4Cgy8gm6gmDwrn8pYYCDH2WBlOP+yI+ZRXo=","","","","58","99","2017-10-29","zh-cn"
"rdwnRoGlO5I9eWwnASgObDLB4cBWhuTvnZwrfzRIOs=","rdwnRoGlO5I9eWwnASgObDLB4cBWhuTvnZwrfzRIOs=","rdwnRoGlO5I9eWwnASgObDLB4cBWhuTvnZwrfzRIOs=","","","","0","44","2017-08-30","zh-cn"
"926722575673233408","aysehakan","aysehakanegeli","Bodrum","aysehakan","","13277","1984","2017-11-04","zh-cn"
"4BxjIUH1bNe1z0Ygr7wZA+flEaipkSNwAtZxXrhyDE=","4BxjIUH1bNe1z0Ygr7wZA+flEaipkSNwAtZxXrhyDE=","4BxjIUH1bNe1z0Ygr7wZA+flEaipkSNwAtZxXrhyDE=","","","","0","33","2017-08-30","zh-cn"
"GzSZeHoblpWDaclMRu0N9xpMXM1B9svAVklVxNYmis=","GzSZeHoblpWDaclMRu0N9xpMXM1B9svAVklVxNYmis=","GzSZeHoblpWDaclMRu0N9xpMXM1B9svAVklVxNYmis=","","","","6","38","2017-08-30","zh-cn"
"QlJ12FkjXVrU6zpFSEVnMw00o61E4fyTsoGEdZKxIkc=","QlJ12FkjXVrU6zpFSEVnMw00o61E4fyTsoGEdZKxIkc=","QlJ12FkjXVrU6zpFSEVnMw00o61E4fyTsoGEdZKxIkc=","","","","13","898","2017-10-18","zh-CN"
"747340628820824064","Joan Lee Kershaw","volodarvishnya4","","","","12633","72","2016-06-27","zh-cn"
"4175185286","沙漠苍鹰","serkalibodj","Los Angeles, CA","GL","","16366","936","2015-11-09","en"
"H9oqT1cCsiKCCrpoLBaXTz6nEQhR2onTWyJdKF30FNI=","H9oqT1cCsiKCCrpoLBaXTz6nEQhR2onTWyJdKF30FNI=","H9oqT1cCsiKCCrpoLBaXTz6nEQhR2onTWyJdKF30FNI=","Santa Monica, CA","🧐","","0","10","2017-11-14","zh-cn"
"4069366948","archiepgna","archiepgna","Berwyn, IL","archiepgna","","16489","1267","2015-10-29","zh-cn"
"a6x+tUm+lzQNFOVeLoAZJx5KLoypoudXKX21a5iXM9s=","a6x+tUm+lzQNFOVeLoAZJx5KLoypoudXKX21a5iXM9s=","a6x+tUm+lzQNFOVeLoAZJx5KLoypoudXKX21a5iXM9s=","","","","0","29","2017-08-18","zh-cn"
"503DPScpBFi1IjYhZBY4stz0sJYGECGO3KCrPpEXnU=","503DPScpBFi1IjYhZBY4stz0sJYGECGO3KCrPpEXnU=","503DPScpBFi1IjYhZBY4stz0sJYGECGO3KCrPpEXnU=","","","","0","35","2017-08-30","zh-cn"
"CxYoXmLTycSGYvE32V9h8eQvhihLuYFFsU9z8J7pHvw=","CxYoXmLTycSGYvE32V9h8eQvhihLuYFFsU9z8J7pHvw=","CxYoXmLTycSGYvE32V9h8eQvhihLuYFFsU9z8J7pHvw=","","","","0","6","2017-08-30","zh-cn"
"h0cTnplqYTQ4wg0RVgMCamRCHSTqvXXUWQ9uYRY7v0c=","h0cTnplqYTQ4wg0RVgMCamRCHSTqvXXUWQ9uYRY7v0c=","h0cTnplqYTQ4wg0RVgMCamRCHSTqvXXUWQ9uYRY7v0c=","","","","0","0","2019-05-05","en"
"5jMCnbyAKed38xHfZ9s5ZU7yABXGbptPwYruTsd8E4=","5jMCnbyAKed38xHfZ9s5ZU7yABXGbptPwYruTsd8E4=","5jMCnbyAKed38xHfZ9s5ZU7yABXGbptPwYruTsd8E4=","","","","1","33","2017-08-18","zh-cn"
"979836488333611008","Света Короткова","zmIAS4GnkBFhVCr","","","","11144","4","2018-03-30","ru"
"aNFE1m8rJD+2F8UPmsBtz4rBR2QLsGfIab8CfGa1lVI=","aNFE1m8rJD+2F8UPmsBtz4rBR2QLsGfIab8CfGa1lVI=","aNFE1m8rJD+2F8UPmsBtz4rBR2QLsGfIab8CfGa1lVI=","","","","0","0","2017-10-28","zh-cn"
"fMPA8G2z8yjkrEMdZkNSnRraECis1zX6tv2N7NcF7aY=","fMPA8G2z8yjkrEMdZkNSnRraECis1zX6tv2N7NcF7aY=","fMPA8G2z8yjkrEMdZkNSnRraECis1zX6tv2N7NcF7aY=","","","","21","31","2018-07-13","zh-cn"
"SBuO1wiKtQZBsS+hwKlTuHZwg0UlYNCtM57mzHiBZg=","SBuO1wiKtQZBsS+hwKlTuHZwg0UlYNCtM57mzHiBZg=","SBuO1wiKtQZBsS+hwKlTuHZwg0UlYNCtM57mzHiBZg=","","","","2","8","2017-11-05","zh-cn"
"lIbiDjpJZXqxmtvH4oIyazWAy0gvdcaGOew69ic2100=","lIbiDjpJZXqxmtvH4oIyazWAy0gvdcaGOew69ic2100=","lIbiDjpJZXqxmtvH4oIyazWAy0gvdcaGOew69ic2100=","","","","0","17","2017-08-18","zh-cn"
"TQVIVDCIdkcO+tInJmoLLAduZCFuF0xeZ2y+idNUpg=","TQVIVDCIdkcO+tInJmoLLAduZCFuF0xeZ2y+idNUpg=","TQVIVDCIdkcO+tInJmoLLAduZCFuF0xeZ2y+idNUpg=","","Hộp Đựng Đồ, Hộp Vải Đựng Đồ, Hộp Đựng Giày","https://t.co/NEtNC78rV5","209","6","2017-09-17","en"
"4150070595","npriceplz","npriceplz","United States","npriceplz","","16837","79","2015-11-09","zh-cn"
"f4TnKALLB9PUVJJUzCCU0GQz2iNktNm9+ygP2IVoNA=","f4TnKALLB9PUVJJUzCCU0GQz2iNktNm9+ygP2IVoNA=","f4TnKALLB9PUVJJUzCCU0GQz2iNktNm9+ygP2IVoNA=","","","","0","25","2017-08-18","zh-cn"
"V7SXMgKFBlgSMzniIeZHwES0JR7NFzD7wg9YUJdZho=","V7SXMgKFBlgSMzniIeZHwES0JR7NFzD7wg9YUJdZho=","V7SXMgKFBlgSMzniIeZHwES0JR7NFzD7wg9YUJdZho=","","","","0","46","2017-08-30","ru"
"Siej0yBSGIDkeNKp8deEr5UbkgMSywz5Z5CzghW9lA=","Siej0yBSGIDkeNKp8deEr5UbkgMSywz5Z5CzghW9lA=","Siej0yBSGIDkeNKp8deEr5UbkgMSywz5Z5CzghW9lA=","Delaware, USA","music","","1","30","2017-11-08","zh-tw"
"2993185258","HK時政直擊","HKpoliticalnew","Tsuen Wan District, Hong Kong","Love Hong Kong, love China.We should pay attention to current policies and people's livelihood. 愛港、愛國，關注時政、民生。","https://t.co/5u2Qw5PaKt","22551","66","2015-01-22","zh-cn"
"22096652","The Ideal Trader","TheIdealTrader","10% discount on BitMex fees, if you choose to attempt this risky endeavor:","Price action, order flow, catalysts, they are only tools. What will you craft with them? Ask: ""What would the ideal trader do in this situation?""~Crypto veteran","https://t.co/LvV0H59LkK","28081","2986","2009-02-27","en"
"aBNfgKarx21fYFKLCOMI2tQ0Uws1pSbcXy8dppmDOcg=","aBNfgKarx21fYFKLCOMI2tQ0Uws1pSbcXy8dppmDOcg=","aBNfgKarx21fYFKLCOMI2tQ0Uws1pSbcXy8dppmDOcg=","Paris","Researcher, Genius, Creator of Mediums, Food Afcionado, Syndicate Aggregator. When I give out candies, I give people the flavour I don't like.","","19","118","2012-05-29","en"
"pzbPYIp5LQ5eHXJySt5lBOgKwIKn0ggJ1FdMejUYeYg=","pzbPYIp5LQ5eHXJySt5lBOgKwIKn0ggJ1FdMejUYeYg=","pzbPYIp5LQ5eHXJySt5lBOgKwIKn0ggJ1FdMejUYeYg=","Freiburg im","Niki's ass.","","27","64","2012-05-29","en"
"534277866","Faley Svia","FaleyxSviax","Kansas, USA","Farley Sylvia","","38253","6509","2012-03-23","zh-cn"
"3970427595","young sinatra","shtimsrry","mia","lost soul","","10469","2163","2015-10-16","en"
"132601331","王思颖","DonnaQuinn31","Manhattan, NY","DonnaQuinn31","","22385","1572","2010-04-13","zh-tw"
"75666249","💕Escort-Ads.com","escortadsVIPs","","Leading global advertising platform, connecting 20,000+ advertisers with 45,000+ members.","https://t.co/Pe8r9EXTSm","22013","4131","2009-09-19","en"
"XfQ7hhIcYn2TFb7mdq45xs26a5yL5wUHskPIEWJCIE8=","XfQ7hhIcYn2TFb7mdq45xs26a5yL5wUHskPIEWJCIE8=","XfQ7hhIcYn2TFb7mdq45xs26a5yL5wUHskPIEWJCIE8=","","","","3046","2176","2009-10-14","en"
"tiCnXB32EYKFsoR0NbxpCKKanoeAj3wRILPMNp+myjo=","tiCnXB32EYKFsoR0NbxpCKKanoeAj3wRILPMNp+myjo=","tiCnXB32EYKFsoR0NbxpCKKanoeAj3wRILPMNp+myjo=","","","","121","732","2011-05-25","fr"
"1447666153","宇智波","kojishikokuhon","Chicago, Illinois","you can break me down, just like you did before.","","116484","992","2013-05-22","zh-cn"
"14600124","upbeat❄️","sodamnupbeat","Canada","nice guy, works hard, loves the game 🤝 @vaguejpg @autostoned","https://t.co/QawieomKoY","18765","451","2008-04-30","en"
"F3uvEL4yBGKljlONEbUqJ8jOLfwMtIbebQZ8+3lhM0M=","F3uvEL4yBGKljlONEbUqJ8jOLfwMtIbebQZ8+3lhM0M=","F3uvEL4yBGKljlONEbUqJ8jOLfwMtIbebQZ8+3lhM0M=","mumbai ","software engineer","","3444","4223","2015-12-15","en"
"27908113",".","acc4k","","","","5150","555","2009-03-31","en"
"267090518","ماهر الملالحة","maheralmlalha","الجهراء, دولة الكويت","🇰🇼#كاتب.. نعم فقير ولا أبالي بكم..🇰🇼#اصداري_خواطر_سيد_العشاق #عاشق_الليل","","285742","195342","2011-03-16","en"
"2715586658","MyDiffuser","mydiffuser","","🌱 Essential Oil Diffusers & Candles for Home | Opening Soon","https://t.co/TvqZNgiqLm","56196","45477","2014-08-07","en"
"2718897816","Problem Solved","noproblem_4u","","Tag your best 5 friends and let him know how to solve problems. follow for best tweet","https://t.co/sS1ZeSriAy","11323","0","2014-08-09","en"
"462663253","Choice Abouzar","gamishinjiruto","hoenix, ArizonaP","and you call me up again just to brake me like a promise","","20595","55","2012-01-13","zh-cn"
"3076628132","AbdullahQ","AQ_SAU","Worldwide","حب الوطن يقاس بحجم العطاء⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🇸🇦💚 ⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀","","43234","2929","2015-03-13","en"
"351897371","Daily XXX posts","AdultFliXX","USA","Sapiosexual girl, always on the move. Own no content, DM for removal/promo.","https://t.co/o4nc2xO6bP","274276","5592","2011-08-09","en"
"80073873","derek","brooklynreborn","","piss on your grave","","13288","7200","2009-10-05","en"
"406209803","Bill Howard","anakimakieru","","i don’t care, i love it!","","19107","2","2011-11-06","zh-cn"
"uLSmkkw6KZIAxPjvCOUOlquZLetiOxTnHOc7JkAkgsM=","uLSmkkw6KZIAxPjvCOUOlquZLetiOxTnHOc7JkAkgsM=","uLSmkkw6KZIAxPjvCOUOlquZLetiOxTnHOc7JkAkgsM=","Illescas, Toledo, Spain","Funde overGame en 2006. Apasionado del motor y la tecnología. Actualmente tramando algo y disfrutando de mi peque.","https://t.co/qb7acu9FU2","493","445","2009-11-04","es"
"125695937","𝓙an","badgaljanis","","💕Luxurious Lashes. 3D soft, comfortable lashes, Supple hairs, Reusable x 20.","https://t.co/tys192tGJO","5359","370","2010-03-23","en"
"376361892","phoenixcs","zharondalar","","#news #life #politics #travel #economics #travel #china #breaking #pets #tour #photography #feeling #fashion #USA #funny","","18256","6565","2011-09-19","zh-cn"
"18144998",".","syedsajidalirgc","","","","9471","98","2008-12-15","en"
"915453925599232000","CZ","joncmafe","India","","","18103","17198","2017-10-04","en"
"63535314","levinxgood","levinxgood","United States","＃followmeplease #followback","","15345","8391","2009-08-06","zh-cn"
"46544931","-","stainright","","","","9040","2214","2009-06-12","en"
"504692877","托马斯-罗","gurimonobobako","Philadelphia, Pennsylvania","maybe there's nothing after midnight.","","10284","19","2012-02-26","zh-cn"
"437268191","O","amit098s","","fan","","7882","1497","2011-12-15","en"
"1707494708","Ali Haider","leehydr","New York, USA","My forest is dark. Trees are sad and all the butterflies have broken wings.","https://t.co/EjVb4R8gGX","140756","1092","2013-08-28","en"
"1454274516","熏君","nkisomekusua","","s","","33421","1763","2013-05-24","zh-cn"
"272118519","Lily Mann","lily__mann","Texas","","","9234","2463","2011-03-25","en"
"8evSV6sQMkI8kYceAUwnw4kl48FXV67crcwztwEjKc=","8evSV6sQMkI8kYceAUwnw4kl48FXV67crcwztwEjKc=","8evSV6sQMkI8kYceAUwnw4kl48FXV67crcwztwEjKc=","","...","","41","12","2013-07-05","es"
"188403017","14k","sold1011","","","","14785","1197","2010-09-08","en"
"255242365","Pvrks","PvrksTV","California, USA","USN | F/A | PS4/PC | Catch me taking the trash out: https://t.co/ioEooHAYO1 | https://t.co/nbu6iQHv7Z","https://t.co/2Ii39pz4LI","5717","978","2011-02-20","en"
"117075288","10k","sold1011x2","","","","10163","992","2010-02-24","zh-cn"
"204805477","rich97oxrehak","semleke386","United States","rich97oxrehak","","19907","15157","2010-10-19","zh-cn"
"14914573","Binɑᴨce","jomcffee","","","","14035","34","2008-05-26","en"
"2991378328","Girl Post","sk5424513","","","","33994","2344","2015-01-22","en"
"1j8K1O5m3q53Nntshkn8nylVEnplnVzz6rpeNxFiPQ=","1j8K1O5m3q53Nntshkn8nylVEnplnVzz6rpeNxFiPQ=","1j8K1O5m3q53Nntshkn8nylVEnplnVzz6rpeNxFiPQ=","USA","","","3969","1099","2009-09-07","en"
"82585402","colettamk7yx","colettamk7yx","United States","colettamk7yx","","14908","16228","2009-10-15","en"
"129995319","10.1k","sold1011x3","","","","10709","77","2010-04-06","en"
"Jcpeqa7TvPPikkfQbNf2pSWKhXGDE1WLnAv66vSqHKI=","Jcpeqa7TvPPikkfQbNf2pSWKhXGDE1WLnAv66vSqHKI=","Jcpeqa7TvPPikkfQbNf2pSWKhXGDE1WLnAv66vSqHKI=","South Lake Tahoe, CA ","","http://t.co/A7gXJuaLVC","2860","3703","2010-02-04","en"
"2996885875","Dream News","ctcc507","","","","14895","9883","2015-01-26","zh-cn"
"2482350301","癒しの館","IYASHI_Y","","癒しをお届けします。是非フォロー.リツイートお願いします。","","293635","4402","2014-05-07","ja"
"y44Uu5ZDiq9HmXmSngGJO2rqb6x1WBvhWav17dTvZc8=","y44Uu5ZDiq9HmXmSngGJO2rqb6x1WBvhWav17dTvZc8=","y44Uu5ZDiq9HmXmSngGJO2rqb6x1WBvhWav17dTvZc8=","Jaén","","https://t.co/27Bf0XvYUY","108","356","2015-03-22","es"
"624540267","郡主","d_njoe9","","","","12151","1902","2012-07-02","zh-cn"
"18750950","Francesca","francescaisart","","","","9893","2095","2009-01-08","en-gb"
"69056815","derrickmc","derrickmcnabbx","Georgia, USA","derrickmcn","","15097","3652","2009-08-26","en"
"806333599","B","d_njoe6","","fan","","10042","698","2012-09-06","en"
"1469324707","Shirley","punhanpain","Atlanta, Georgia","won't you tread the lake and bring me home again?","","19674","2605","2013-05-30","zh-cn"
"Y5fylbnjj18F8K62fmujEA3JAVSTxxtKYQW2kY6CoJg=","Y5fylbnjj18F8K62fmujEA3JAVSTxxtKYQW2kY6CoJg=","Y5fylbnjj18F8K62fmujEA3JAVSTxxtKYQW2kY6CoJg=","","","https://t.co/b3uDg3nSEo","240","521","2013-03-28","es"
"3049950709","Nuture","uddkkrr","Utah, USA","","","26899","21188","2015-02-28","en"
"141092234","J","beersgod","Phoenix, Arizona","","","12810","4484","2010-05-07","en"
"22035620","The Liberty Lion 🦁","LibertyLionNews","","Conservative News from the USA and Abroad. #Catholic Defender of the Constitution of the United States.  #Qanon #MAGA #BUILDTHEWALL #TRUMP #2A #1A ❌❌❌","","181769","45018","2009-02-26","en"
"379976236","Bami. B A.","iambamidel","Houston, TX","Entrepreneur, Fintech & media connoisseur. software Engr. Music lover. Lead Application consultant at Exxon. Founder of @Bamidelgroup, Co-Founder @entertale","","8026","2562","2011-09-25","en"
"44913237","Clout Radar","CloutRadarMag","","Music, News, Lifestyle, and Culture.","https://t.co/ZtPDmHOtDY","6848","2973","2009-06-05","en"
"iCGEcUUE6NuoUYuuyXKnpkJr4TPeV5Vo7uTjg+4StQ=","iCGEcUUE6NuoUYuuyXKnpkJr4TPeV5Vo7uTjg+4StQ=","iCGEcUUE6NuoUYuuyXKnpkJr4TPeV5Vo7uTjg+4StQ=","Denver, CO","What's happening in Denver now?","http://t.co/86TAoCkJy3","3554","1240","2008-05-21","en"
"36515195","C","CHUNLll","Chicago, IL","","","5821","1601","2009-04-29","en"
"32693999","💌 Femto.","TayherSensei","","It ain’t easy being cheesy babes.","","19175","11991","2009-04-18","en"
"537627632","a","moapkrmy","","CE4B4B479BA12A407C62C2BC","","35779","1359","2012-03-26","en"
